iter,f,gnorm,ap_norm,df_abs
397,426.9353533,332.2584514,1.59E-05,0.000111383
398,426.9257821,211.9728936,7.92E-05,0.009571228
399,426.9198935,162.1822687,5.05E-05,0.005888596
400,426.9129556,227.3153889,7.73E-05,0.006937913
401,426.9067058,168.0617041,5.42E-05,0.006249843
402,426.9002904,245.3466446,8.01E-05,0.006415326
403,426.8935827,175.2386934,5.85E-05,0.006707728
404,426.8878238,266.4322972,8.36E-05,0.005758906
405,426.8805355,183.9507684,6.35E-05,0.007288323
406,426.8756035,290.9827738,8.77E-05,0.004931944
407,426.8675784,194.4669088,6.94E-05,0.008025082
408,426.862092,155.1405726,4.64E-05,0.005486445
409,426.8553918,405.3287123,0.000147954,0.006700245
410,426.8428206,245.053227,9.66E-05,0.012571198
411,426.8361464,174.8011115,5.84E-05,0.006674166
412,426.8304534,266.0570303,8.34E-05,0.005693033
413,426.8232013,183.4838974,6.34E-05,0.007252017
414,426.8183301,290.4917222,8.75E-05,0.004871268
415,426.8103456,193.9539017,6.93E-05,0.007984492
416,426.8048962,154.611122,4.62E-05,0.005449411
417,426.7982927,404.462269,0.000147449,0.006603503
418,426.7732824,872.0221633,0.000539255,0.025010291
419,426.7265023,475.21369,0.000207906,0.046780067
420,426.7109373,281.0359687,0.0001133,0.015564973
421,426.710629,351.9971175,3.09E-05,0.0003083
422,426.7003933,219.7352847,8.39E-05,0.010235781
423,426.694424,163.8706263,5.24E-05,0.005969264
424,426.6880414,236.4310045,7.81E-05,0.006382604
425,426.6816625,170.4309551,5.64E-05,0.006378841
426,426.6758654,255.9255892,8.13E-05,0.005797102
427,426.6689695,178.3798938,6.10E-05,0.006895909
428,426.6639063,278.5887229,8.51E-05,0.005063272
429,426.6563572,187.959184,6.64E-05,0.00754909
430,426.6511049,151.5314202,4.48E-05,0.005252257
431,426.6437725,385.4630911,0.000144512,0.007332429
432,426.6321732,234.7764205,9.19E-05,0.011599238
433,426.6258619,169.4475679,5.60E-05,0.0063113
434,426.6200813,253.9729122,8.08E-05,0.00578064
435,426.6132644,177.2576661,6.06E-05,0.006816914
436,426.6082005,276.2773729,8.45E-05,0.005063862
437,426.6007456,186.6637227,6.59E-05,0.007454888
438,426.5955456,150.7298962,4.45E-05,0.00520003
439,426.5881435,381.7478388,0.000143747,0.007402152
440,426.5767277,232.7834122,9.10E-05,0.011415735
441,426.5704921,168.3303334,5.55E-05,0.006235627
442,426.5647161,251.6284489,8.03E-05,0.005776018
443,426.5579883,175.9749206,6.00E-05,0.006727741
444,426.5529093,273.5144186,8.39E-05,0.005079056
445,426.5455613,185.1768195,6.52E-05,0.007347957
446,426.541356,298.8376936,8.83E-05,0.004205307
447,426.5332257,196.1947851,7.12E-05,0.008130358
448,426.527853,153.7418041,4.68E-05,0.005372624
449,426.5209515,207.819296,7.33E-05,0.006901519
450,426.5153226,157.968734,4.95E-05,0.005628886
451,426.5087813,221.189187,7.53E-05,0.00654134
452,426.5028378,162.9928381,5.27E-05,0.005943517
453,426.4967319,236.4669364,7.77E-05,0.006105834
454,426.4904031,168.9234813,5.64E-05,0.006328812
455,426.4848237,253.8167754,8.05E-05,0.005579433
456,426.4780242,175.8748815,6.05E-05,0.00679946
457,426.4730806,273.4043731,8.39E-05,0.004943648
458,426.4657077,183.9641472,6.52E-05,0.007372932
459,426.461531,295.3966387,8.77E-05,0.004176617
460,426.4534611,193.3091788,7.04E-05,0.00806993
